Year,LatGIS,LonGIS,Location,Species,Outcome
2018,-35.95,173.74,New Zealand,White Shark,Non-fatal
2018,29.08,-80.92,Florida USA,Requiem,Non-fatal
2018,-20.25,148.94,Queensland Australia,Other,Fatal
2018,5.56,-87.04,Honduras,Tiger,Non-fatal
2018,-32.99,27.95,South Africa,White Shark,Non-fatal
2018,-28.86,153.6,New South Wales Australia,White Shark,Non-fatal
2018,-32.6,115.63,Western Australia,Sand Tiger,Non-fatal
2018,26.31,34.86,Egypt,Oceanic Whitetip,Non-fatal
2018,28.25,-80.6,Florida USA,Requiem,Non-fatal
2018,-34.79,150.79,New South Wales Australia,Wobbegong,Non-fatal
2018,42.23,14.56,Italy,Other,Non-fatal
2018,26.31,34.86,Egypt,Oceanic Whitetip,Non-fatal
2018,24.84,-80.79,Florida USA,Bull,Non-fatal
2018,-33.8,151.29,Sydney Australia,Wobbegong,Non-fatal
2019,35.3,-120.88,California USA,White Shark,Non-fatal
2019,-31.99,115.75,Western Australia,Wobbegong,Non-fatal
2019,22.21,-159.51,Hawaii USA,Tiger,Non-fatal
2019,-30.46,153.05,New South Wales Australia,Other,Non-fatal
2019,-30.5,153.03,New South Wales Australia,White Shark,Non-fatal
2019,-28.63,153.6,New South Wales Australia,White Shark,Non-fatal
2019,45.22,-123.98,California USA,White Shark,Non-fatal
2019,27.21,-80.17,Florida USA,Requiem,Non-fatal
2019,21.22,-157.51,Pacific Ocean,Cookie cutter,Non-fatal
2019,27.07,-80.12,Florida USA,Blacktip ,Non-fatal
2019,17.78,-101.73,Guerrero Mexico,Blacktip ,Non-fatal
2019,21.22,-157.5,Pacific Ocean,Cookie cutter,Non-fatal
2019,29.73,-81.24,Florida USA,Requiem,Non-fatal
2019,30.27,-81.39,Florida USA,Requiem,Non-fatal
2019,-21.16,55.29,Reunion,Bull,Fatal
2019,38.36,-123.07,California USA,White Shark,Non-fatal
2019,-24.84,152.49,Queensland Australia,Other,Non-fatal
2019,21.25,-157.8,Hawaii USA,Other,Non-fatal
2019,-22.28,166.44,New Caledonia,Requiem,Non-fatal
2019,34.69,-76.69,North Carolina USA,Bull,Non-fatal
2019,-28.79,153.6,New South Wales Australia,Other,Non-fatal
2019,29.07,-80.91,Florida USA,Requiem,Non-fatal
2019,33.85,-77.98,North Carolina USA,Requiem,Non-fatal
2019,33.88,-78.44,North Carolina USA,Other,Non-fatal
2019,25.11,-77.13,Bahamas,Tiger,Fatal
2019,29.05,-80.88,Florida USA,Requiem,Non-fatal
2019,-33.8,151.29,Sydney Australia,Sand Tiger,Non-fatal
2019,31.95,-80.99,South Carolina USA,Bull,Non-fatal
2019,-33.6,26.93,South Africa,White Shark,Non-fatal
2019,30.56,-81.44,Florida USA,Requiem,Non-fatal
2019,24.39,-76.63,Bahamas,Other,Non-fatal
2019,18.35,-64.68,Virgin Islands,Other,Non-fatal
2019,41.37,-71.57,Rhode Island USA,Other,Non-fatal
2019,30.28,-81.38,Florida USA,Requiem,Non-fatal
2019,29.05,-80.9,Florida USA,Requiem,Non-fatal
2019,29.06,-80.88,Florida USA,Requiem,Non-fatal
2019,21.22,-157.51,Pacific Ocean,Cookie cutter,Non-fatal
2019,29.04,-80.89,Florida USA,Requiem,Non-fatal
2019,29.04,-80.89,Florida USA,Requiem,Non-fatal
2019,29.04,-80.89,Florida USA,Requiem,Non-fatal
2019,14.98,-74.54,Atlantic Ocean,Nurse Shark,Non-fatal
2019,21.48,-158.22,Hawaii USA,Other,Non-fatal
2019,29.01,-80.88,Florida USA,Requiem,Non-fatal
2019,19.48,-155.93,Hawaii USA,Other,Non-fatal
2019,26.13,-80.1,Florida USA,Requiem,Non-fatal
2019,30.28,-81.38,Florida USA,Requiem,Non-fatal
2019,32.82,-79.71,South Carolina USA,Requiem,Non-fatal
2019,28.18,-80.59,Florida USA,Requiem,Non-fatal
2019,20.74,-156.46,Hawaii USA,Tiger,Non-fatal
2019,13.32,144.79,Guam,Other,Non-fatal
2019,-31.47,152.94,New South Wales Australia,White Shark,Non-fatal
2019,30.41,-81.42,Florida USA,Other,Non-fatal
2019,-27.07,153.21,Queensland Australia,White Shark,Non-fatal
2019,-17.48,-149.83,French Polynesia,Oceanic Whitetip,Non-fatal
2019,30.29,-81.39,Florida USA,Requiem,Non-fatal
2019,-20.11,148.94,Queensland Australia,Other,Non-fatal
2019,28.82,-80.61,Florida USA,Other,Non-fatal
2019,28.75,-13.91,Canary Islands,Other,Non-fatal
2019,32.47,34.87,Israel,Other,Non-fatal
2019,-24.83,152.47,Queensland Australia,Bull,Non-fatal
2019,29.03,-80.89,Florida USA,Blacktip ,Non-fatal
2019,20.76,-156.47,Hawaii USA,Blacktip ,Non-fatal
2019,20.84,-78.98,Cuba,Other,Non-fatal
2019,33.91,-120.22,California USA,White Shark,Non-fatal
2020,-23.3,151.71,Queensland Australia,Lemon,Non-fatal
2020,35.59,-75.49,North Carolina USA,Requiem,Non-fatal
2020,8.02,98.29,Thailand,Other,Non-fatal
2020,-34.53,150.88,New South Wales Australia,Other,Non-fatal
2020,20.41,-156.26,Hawaii USA,Tiger,Non-fatal
2020,-37.03,175.88,New Zealand,White Shark,Non-fatal
2020,-17.68,178.01,Fiji,Requiem,Non-fatal
2020,-23.3,151.71,Queensland Australia,Other,Fatal
2020,-33.42,151.45,Sydney Australia,Other,Non-fatal
2020,28.32,-80.61,Florida USA,Requiem,Non-fatal
2020,-31.18,152.97,New South Wales Australia,Wobbegong,Non-fatal
2020,30.36,-81.4,Florida USA,Requiem,Non-fatal
2020,34.41,-119.58,California USA,Other,Non-fatal
2020,-38.38,144.24,Victoria Australia,White Shark,Non-fatal
2020,36.92,-121.86,California USA,White Shark,Fatal
2020,21.96,-159.71,Hawaii USA,Other,Non-fatal
2020,38.76,-75.08,Delaware USA,Bull,Non-fatal
2020,-28.28,153.58,New South Wales Australia,White Shark,Fatal
2020,35.24,-75.52,North Carolina USA,Sand Tiger,Non-fatal
2020,29.07,-80.91,Florida USA,Requiem,Non-fatal
2020,25.46,-80.34,Florida USA,Other,Non-fatal
2020,34.03,-119.52,California USA,White Shark,Non-fatal
2020,-17.56,-149.64,French Polynesia,Hammerhead,Non-fatal
2020,-29.85,153.27,New South Wales Australia,White Shark,Fatal
2020,28.34,-80.6,Florida USA,Requiem,Non-fatal
2020,29.07,-80.91,Florida USA,Requiem,Non-fatal
2020,43.73,-69.99,Maine USA,White Shark,Fatal
2020,29.07,-80.91,Florida USA,Requiem,Non-fatal
2020,30.26,-87.9,Florida USA,Requiem,Non-fatal
2020,-33.54,115.04,Western Australia,White Shark,Non-fatal
2020,-31.45,152.93,New South Wales Australia,White Shark,Non-fatal
2020,29.95,-81.3,Florida USA,Requiem,Non-fatal
2020,33.63,-78.95,North Carolina USA,Other,Non-fatal
2020,29.04,-80.9,Florida USA,Requiem,Non-fatal
2020,29.07,-80.91,Florida USA,Requiem,Non-fatal
2020,19.97,-155.85,Hawaii USA,Other,Non-fatal
2020,-28.16,153.55,New South Wales Australia,White Shark,Fatal
2020,28.07,-80.06,Florida USA,Other,Non-fatal
2020,29.19,-80.99,Florida USA,Requiem,Non-fatal
2020,29.08,-80.92,Florida USA,Requiem,Non-fatal
2020,-28.33,153.57,New South Wales Australia,White Shark,Non-fatal
2020,27.09,-80.12,Florida USA,Requiem,Non-fatal
2020,-31.86,115.75,Western Australia,Other,Non-fatal
2020,-33.83,122,Western Australia,White Shark,Fatal
2020,34.66,-77.03,North Carolina USA,Other,Non-fatal
2020,29.3,-81.04,Florida USA,Requiem,Non-fatal
2020,-31.43,152.92,New South Wales Australia,Other,Non-fatal
2020,-17.91,122.21,Western Australia,Other,Fatal
2020,20.97,-156.68,Hawaii USA,Tiger,Non-fatal
2020,-36,137.6,South Australia,White Shark,Non-fatal
2020,45.98,-123.94,California USA,White Shark,Non-fatal
2020,21.01,-156.64,Hawaii USA,Tiger,Fatal
2020,-17.94,122.21,Western Australia,White Shark,Non-fatal
2020,18.09,-63.01,Anguilla,Tiger,Fatal
2020,26.94,-80.07,Florida USA,Requiem,Non-fatal
2020,32.68,-117.19,California USA,White Shark,Non-fatal
2020,-21.58,165.24,New Caledonia,Tiger,Non-fatal
2021,19.92,-155.89,Hawaii USA,Other,Non-fatal
2021,-37.41,175.94,New Zealand,Other,Fatal
2021,28.37,-80.6,Florida USA,Requiem,Non-fatal
2021,17.23,-62.62,St. Kitts and Nevis,Tiger,Non-fatal
2021,-32.02,115.78,Western Australia,Bull,Non-fatal
2021,20.94,-156.69,Hawaii USA,Tiger,Non-fatal
2021,-33.1,151.54,Sydney Australia,Other,Non-fatal
2021,-37.69,176.29,New Zealand,Other,Non-fatal
2021,22.01,-159.78,Hawaii USA,Tiger,Non-fatal
2021,-22.33,166.41,New Caledonia,Tiger,Fatal
2021,-34.05,151.16,Sydney Australia,Other,Non-fatal
2021,-36.9,149.91,New South Wales Australia,Wobbegong,Non-fatal
2021,26.89,-80.06,Florida USA,Requiem,Non-fatal
2021,-33.64,115.02,Western Australia,Other,Non-fatal
2021,25.83,-80.11,Florida USA,Requiem,Non-fatal
2021,26.16,-80.1,Florida USA,Other,Non-fatal
2021,25.65,-80.17,Florida USA,Other,Non-fatal
2021,-32.83,28.12,South Africa,White Shark,Fatal
2021,19.82,-156,Hawaii USA,Tiger,Non-fatal
2021,-22.27,166.42,New Caledonia,Tiger,Fatal
2021,29.07,-80.91,Florida USA,Requiem,Non-fatal
2021,20.9,-156.44,Hawaii USA,Tiger,Non-fatal
2021,29.2,-80.99,Florida USA,Requiem,Non-fatal
2021,-32.15,152.51,New South Wales Australia,White Shark,Fatal
2021,35.23,-75.65,North Carolina USA,Other,Non-fatal
2021,32.19,-80.69,South Carolina USA,Other,Non-fatal
2021,29.08,-80.92,Florida USA,Requiem,Non-fatal
2021,29.07,-80.91,Florida USA,Bull,Non-fatal
2021,29.04,-80.89,Florida USA,Requiem,Non-fatal
2021,28.95,-80.84,Florida USA,Requiem,Non-fatal
2021,29.11,-80.94,Florida USA,Requiem,Non-fatal
2021,-31.45,152.93,New South Wales Australia,White Shark,Non-fatal
2021,-8.17,-34.91,Recife Brazil,Bull,Fatal
2021,27.19,-80.16,Florida USA,Requiem,Non-fatal
2021,-34.04,24.94,South Africa,White Shark,Non-fatal
2021,28.99,-80.87,Florida USA,Requiem,Non-fatal
2021,-34.81,116,Western Australia,White Shark,Non-fatal
2021,28.24,-80.6,Florida USA,Other,Non-fatal
2021,-8.17,-34.91,Recife Brazil,Other,Non-fatal
2021,32,-80.84,South Carolina USA,Other,Non-fatal
2021,34.21,-77.79,North Carolina USA,Requiem,Non-fatal
2021,38.42,-75.05,Delaware USA,Requiem,Non-fatal
2021,32.16,-80.72,South Carolina USA,Other,Non-fatal
2021,31.06,-81.4,Georgia USA,Requiem,Non-fatal
2021,29.07,-80.91,Florida USA,Requiem,Non-fatal
2021,29.08,-80.92,Florida USA,Requiem,Non-fatal
2021,33.86,-78.51,North Carolina USA,Other,Non-fatal
2021,33.68,-78.88,North Carolina USA,Other,Non-fatal
2021,32.6,-80.07,South Carolina USA,Requiem,Non-fatal
2021,46.35,-61.25,Canada,White Shark,Non-fatal
2021,28.99,-80.86,Florida USA,Requiem,Non-fatal
2021,27.35,-80.23,Florida USA,Bull,Non-fatal
2021,28.99,-80.86,Florida USA,Requiem,Non-fatal
2021,-33.37,151.49,Sydney Australia,White Shark,Fatal
2021,29.08,-80.92,Florida USA,Requiem,Non-fatal
2021,29.04,-80.89,Florida USA,Requiem,Non-fatal
2021,29.07,-80.91,Florida USA,Requiem,Non-fatal
2021,29.04,-80.89,Florida USA,Requiem,Non-fatal
2021,38.36,-123.07,California USA,White Shark,Non-fatal
2021,27.48,-80.29,Florida USA,Other,Non-fatal
2021,-20.17,148.88,Queensland Australia,Other,Non-fatal
2021,-39.45,173.83,Taranaki New Zealand,Other,Non-fatal
2021,-32.03,115.74,Western Australia,White Shark,Fatal
2021,29.08,-80.92,Florida USA,Other,Non-fatal
2021,-3.85,-32.44,Brazil,Other,Non-fatal
2021,-0.33,-90.55,Galapagos Islands,Other,Non-fatal
2021,19.61,-155.98,Hawaii USA,White Shark,Non-fatal
2021,-38.27,144.52,Victoria Australia,Other,Non-fatal
2021,-34.01,22.64,South Africa,White Shark,Non-fatal
2021,35.39,-120.87,California USA,White Shark,Fatal
2021,27.53,-82.72,Florida USA,Requiem,Non-fatal
2021,38.36,-123.07,California USA,White Shark,Non-fatal
2021,29.74,-81.24,Florida USA,Other,Non-fatal
2022,27.61,-97.2,Texas USA,Requiem,Non-fatal
2022,-35.11,150.69,New South Wales Australia,Requiem,Non-fatal
2022,30.24,-87.7,Florida USA,Requiem,Non-fatal
2022,32.56,-80.17,South Carolina USA,Requiem,Non-fatal
2022,29.05,-80.9,Florida USA,Requiem,Non-fatal
2022,40.64,-73.14,New York USA,Requiem,Non-fatal
2022,29.21,-80.99,Florida USA,Requiem,Non-fatal
2022,36.36,-75.82,Virginia USA,Requiem,Non-fatal
2022,29.03,-80.89,Florida USA,Requiem,Non-fatal
2022,29.07,-80.91,Florida USA,Requiem,Non-fatal
2022,-31.98,115.82,Western Australia,Bull,Non-fatal
2022,24.72,-81.51,Florida USA,Bull,Non-fatal
2022,29.07,-80.91,Florida USA,Requiem,Non-fatal
2022,40.64,-73.15,New York USA,Sand Tiger,Non-fatal
2022,40.63,-73.18,New York USA,Sand Tiger,Non-fatal
2022,40.59,-73.5,New York USA,Sand Tiger,Non-fatal
2022,-33.94,151.25,Sydney Australia,White Shark,Non-fatal
2022,36.62,-121.91,California USA,White Shark,Non-fatal
2022,-34.05,23.37,South Africa,White Shark,Fatal
2022,36.62,-121.91,California USA,White Shark,Non-fatal
2022,-33.46,151.43,Sydney Australia,White Shark,Non-fatal
2022,-34.05,23.38,South Africa,White Shark,Fatal
2022,40.57,-124.35,California USA,White Shark,Non-fatal
2022,36.62,-121.94,California USA,White Shark,Non-fatal
2022,-45.1,170.97,Otago New Zealand,Other,Non-fatal
2022,-33.83,121.99,Western Australia,Other,Non-fatal
2022,28.32,-80.6,Florida USA,Other,Non-fatal
2022,-31.84,152.74,New South Wales Australia,Other,Non-fatal
2022,26.41,-80.06,Florida USA,Other,Non-fatal
2022,24.93,-80.61,Florida USA,Other,Non-fatal
2022,7.95,98.28,Thailand,Other,Non-fatal
2022,-21.32,114,Western Australia,Other,Non-fatal
2022,32.6,-80.09,South Carolina USA,Other,Non-fatal
2022,27.82,-82.83,Florida USA,Other,Non-fatal
2022,40.73,-72.85,New York USA,Other,Non-fatal
2022,40.73,-72.85,New York USA,Other,Non-fatal
2022,32.16,-80.71,South Carolina USA,Other,Non-fatal
2022,40.63,-73.2,New York USA,Other,Non-fatal
2022,29.22,-81,Florida USA,Other,Non-fatal
2022,34.27,-77.73,North Carolina USA,Other,Non-fatal
2022,24.91,-80.64,Florida USA,Other,Non-fatal
2022,33.74,-78.81,North Carolina USA,Other,Non-fatal
2022,40.62,-73.23,New York USA,Other,Non-fatal
2022,20.91,-156.4,Hawaii USA,Other,Non-fatal
2022,-38.39,141.58,Victoria Australia,Other,Non-fatal
2022,21.95,-159.34,Hawaii USA,Other,Non-fatal
2022,21.56,-157.85,Hawaii USA,Other,Non-fatal
2022,-33.64,115.01,Western Australia,Other,Non-fatal
2022,30.66,-81.43,Florida USA,Other,Non-fatal
2022,27.06,-80.11,Florida USA,Other,Non-fatal
2022,29.08,-80.93,Florida USA,Other,Non-fatal
2022,20.7,-156.33,Hawaii USA,Other,Fatal
2022,19.91,-155.88,Hawaii USA,Other,Non-fatal
2022,-3.86,-32.42,Brazil,Tiger,Non-fatal
2022,27.02,33.89,Egypt,Tiger,Fatal
2022,27.02,33.89,Egypt,Tiger,Fatal
2022,24.63,-82.92,Florida USA,Lemon,Non-fatal
2023,29.685,-87.31,Florida USA,Mako,Non-fatal
2023,32.036451,115.758675,Western Australia,Bull,Fatal
2023,22.308694,166.447917,New Caledonia,Tiger,Non-fatal
2023,22.308694,166.447917,New Caledonia,Bull,Fatal
2023,-8.18322,-34.915799,Recife Brazil,Other,Non-fatal
2023,-8.190047,-34.916011,Recife Brazil,Other,Non-fatal
2023,-8.022758,-34.85077,Recife Brazil,Other,Non-fatal
2023,-41.15149,146.19691,Tasmania Australia,Other,Non-fatal
2023,27.49933,-80.299057,Florida USA,Spinner,Non-fatal
2023,19.916125,-155.893225,Hawaii USA,Blacktip Reef,Non-fatal
2023,-20.441957,115.547108,Western Australia,Sicklefin lemon,Non-fatal
2023,21.22284,-157.444596,Pacific Ocean,Cookie cutter,Non-fatal
2023,21.289475,-157.858942,Hawaii USA,Tiger,Non-fatal
2023,-4.290314,55.866373,Reunion,Sicklefin lemon,Non-fatal
2023,25.74428,-80.138774,Florida USA,Bull,Non-fatal
2023,-28.96546,114.724904,Western Australia,Bronze Whaler,Non-fatal
2023,-22.17696,113.85783,Western Australia,Other,Non-fatal
2023,-33.63986,115.02389,Western Australia,Other,Non-fatal
2023,-31.9315,29.21661,South Africa,Other,Non-fatal
2023,-34.030039,24.934359,South Africa,Other,Non-fatal
2023,-33.55726,134.852033,South Australia,Other,Fatal
2023,27.47456,-80.2904,Florida USA,Bull,Non-fatal
2023,32.79204,-79.76934,South Carolina USA,Other,Non-fatal
2023,39.04337,-74.761958,New Jersey USA,Other,Non-fatal
2023,21.801884,-72.20287,Turks and Caicos Islands,Caribbean Reef,Non-fatal
2023,27.195151,33.843254,Egypt,Tiger,Fatal
2023,28.36243,-80.60214,Florida USA,Other,Non-fatal
2023,40.63226,-73.20218,New York USA,Other,Non-fatal
2023,40.66279,-73.068235,New York USA,Other,Non-fatal
2023,40.6576,-73.10635,New York USA,Sand Tiger,Non-fatal
2023,-0.36877,-90.58525,Galapagos Islands,Other,Non-fatal
2023,29.07132,-80.90921,Florida USA,Other,Non-fatal
2023,29.07038,-80.90932,Florida USA,Other,Non-fatal
2023,10.46856,-85.77856,Costa Rica,Blacktip Reef,Non-fatal
2023,21.705,-158.000278,Hawaii USA,Whitetip,Non-fatal
2023,12.55568,-81.7009,Colombia,Whitetip,Non-fatal
2023,-22.304749,166.443329,New Caledonia,Bull,Non-fatal
2023,32.12403,-80.78582,South Carolina USA,Other,Non-fatal
2023,-33.99236,11498083,Western Australia,White Shark,Non-fatal
2023,-33.64002,115.02412,Western Australia,Wobbegong,Non-fatal
2023,29.058499,-80.90376,Florida USA,Blacktip,Non-fatal
2023,33.88368,-78.44453,North Carolina USA,Other,Non-fatal
2023,29.07361,-80.91112,Florida USA,Other,Non-fatal
2023,27.77437,-82.59885,Florida USA,Other,Non-fatal
2023,35.122989,-75.919708,North Carolina USA,Blacktip,Non-fatal
2023,40.586922,-73.788356,New York USA,White Shark,Non-fatal
2023,33.9096,-78.11748,North Carolina USA,Other,Non-fatal
2023,29.083,-80.92218,Florida USA,Other,Non-fatal
2023,29.0789,-80.91906,Florida USA,Spinner,Non-fatal
2023,29.07322,-80.91101,Florida USA,Other,Non-fatal
2023,28.175993,-80.589172,Florida USA,Other,Non-fatal
2023,28.4792,34.49287,Egypt,Tiger,Non-fatal
2023,29.0851,-80.92335,Florida USA,Other,Non-fatal
2023,37.96321,-122.78891,California USA,Other,Fatal
2023,-37.48214,140.01729,South Australia,White Shark,Non-fatal
2023,20.92461,-156.37254,Hawaii USA,Galapagos,Non-fatal
2023,37.60085,-122.50184,California USA,Other,Non-fatal
2023,22.21329,-159.49823,Hawaii USA,Tiger,Non-fatal
2023,21.60146,-158.10518,Hawaii USA,Tiger,Non-fatal
2023,-32.88147,134.07768,South Australia,White Shark,Fatal
2023,-35.1495,138.46363,South Australia,White Shark,Non-fatal
2023,26.876944,-80.05,Florida USA,Bull,Non-fatal
2023,19.221664,-104.713042,Jalisco Mexico,Other,Fatal
2023,25.08735,-77.41735,Bahamas,Other,Fatal
2023,-24.15039,151.88466,Queensland Australia,Tiger,Non-fatal
2023,-46.35656,168.01738,Southland New Zealand,Seven-gilled,Non-fatal
2023,-31.97103,152.59299,New South Wales Australia,Other,Non-fatal
2023,-35.26929,136.84443,South Australia,White Shark,Fatal
2023,20.91754,-156.38335,Hawaii USA,Other,Fatal
2024,-33.64322,134.8631,South Australia,White Shark,Non-fatal
2024,-33.86961,151.22869,Sydney Australia,Bull,Non-fatal
2024,19.719167,72.912778,India,Bull,Non-fatal
2024,-30.210556,114.990833,Western Australia,Tiger,Non-fatal
2024,21.51088,-157.83594,Hawaii USA,Blacktip Reef,Non-fatal
2024,21.261389,-157.824722,Hawaii USA,Tiger,Non-fatal
2024,-24.80626,152.4572,Queensland Australia,Other,Non-fatal
2024,-21.802,114.11,Western Australia,Tiger,Non-fatal
2024,35.305278,-120.877444,California USA,White Shark,Non-fatal
2024,11.213889,-60.778333,Trinidad and Tobago,Bull,Non-fatal
2024,-26.839722,32.895,Eswatini,Bull,Non-fatal
2024,33.41617,-117.61815,California USA,White Shark,Non-fatal
2024,29.03816,-80.89475,Florida USA,Other,Non-fatal
2024,1.89595,73.2691,Maldives,Other,Fatal
2024,32.959722,-117.269722,California USA,White Shark,Non-fatal
2024,29.181111,-94.971389,Texas USA,Other,Non-fatal
2024,30.297778,-86.074167,Florida USA,Bull,Non-fatal
2024,30.279167,-86.023889,Florida USA,Bull,Non-fatal
2024,21.6604639,-157.922733,Hawaii USA,Other,Fatal
2024,34.49568,-77.41163,North Carolina USA,Other,Non-fatal
2024,26.11483,-97.16467,Texas USA,Bull,Non-fatal
2024,26.11483,-97.16467,Texas USA,Bull,Non-fatal
2024,26.11483,-97.16467,Texas USA,Bull,Non-fatal
2024,28.99979,-80.87131,Florida USA,Other,Non-fatal
2024,29.03863,-80.89502,Florida USA,Other,Non-fatal
2024,-23.101944,-134.866944,Pacific Ocean,Grey Reef,Non-fatal
2024,-31.8775,115.750556,Western Australia,Sand Tiger,Non-fatal
2024,-31.423333,152.915833,New South Wales Australia,White Shark,Non-fatal
2024,-28.714723,113.789165,Western Australia,Other,Non-fatal
2024,32.191944,-80.694722,South Carolina USA,Other,Non-fatal
2024,29.079167,-80.916389,Florida USA,Other,Non-fatal
2024,32.11087,-80.80985,South Carolina USA,Other,Non-fatal
2024,29.932489,-81.297226,Florida USA,Other,Non-fatal
2024,17.206111,-87.551667,Belize,Caribbean Reef,Non-fatal
2024,29.071495,-80.911147,Florida USA,Other,Non-fatal
2024,29.19716,-80.99144,Florida USA,Other,Non-fatal
2024,29.22687,-81.00618,Florida USA,Other,Non-fatal
2024,23.5475,-17.7675,Atlantic Ocean,Other,Fatal
2024,27.945833,-80.494444,Florida USA,Bull,Non-fatal
2024,27.63388,-80.35073,Florida USA,Blacktip,Non-fatal
2024,27.186667,-80.158333,Florida USA,Bull,Non-fatal
2024,20.923333,-156.491667,Hawaii USA,Tiger,Non-fatal
2024,8.667222,98.242778,Thailand,Bull,Non-fatal
2024,-32.603056,115.628333,Western Australia,Other,Non-fatal
2024,25.313611,34.751389,Egypt,Tiger,Fatal
2024,21.839722,-72.163889,Turks and Caicos Islands,Other,Non-fatal
2024,29.156944,-80.969722,Florida USA,Other,Non-fatal
